fecha,texto,longuitud,hashtags,num_hashtags,mencions,num_mencions,language,retweet_count,favorite_count,name_place,full_name_place,country,username,followers,friends,fecha_count
2020-10-01 01:05:05+00:00,amar a dos no resulta por muy sabroso que sea.,46,[],0,[],0,es,0,0,Babahoyo,"Babahoyo, Ecuador",Ecuador,waleycaza,939,587,2011-09-20 23:44:40+00:00
2020-10-01 01:02:22+00:00,Que mal que defiende idv como van a estar todos pasando la mitad de la cancha,77,[],0,[],0,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,adrian_herasf,422,800,2012-09-16 19:31:13+00:00
2020-10-01 01:02:13+00:00,"Biden, Trump y el peor debate posible

* El debate, en síntesis, fue un desastre. Si a pesar de todo esto Trump gana no será por mérito propio. 

Será el resultado de la incapacidad de los demócratas de presentar un candidato medianamente competitivo.

https://t.co/9iBOA07OTu",276,[],0,[],0,es,1,2,Cuenca,"Cuenca, Ecuador",Ecuador,mattabad,3614,1816,2007-04-04 02:00:46+00:00
2020-10-01 01:01:53+00:00,"@Educacion_Ec pero en instituciones educativas privadas ya q tienen como solventar las necesidades de los estudiantes y maestros, pero en los UE fiscales sería mortal porq @Educacion_Ec ni siquiera paga a los maestros peor aun van para dar insumos de bioseguridad y protección @Lenin",283,[],0,"['Educacion_Ec', 'Educacion_Ec', 'Lenin']",3,es,0,0,Manta,"Manta, Ecuador",Ecuador,jaimito01011981,12,76,2018-04-11 05:07:19+00:00
2020-10-01 01:01:18+00:00,"Buen pedaleo el día de hoy con la bella @macias_margarit, el objetivo es poco a poco ir incrementando el kilometraje recorrido!. 
#ciclismo #ViaDaule #Balzar #Ecuador #Guayas #carrera #TourdeFrance https://t.co/ZbRPfI9Ctn",221,"['ciclismo', 'ViaDaule', 'Balzar', 'Ecuador', 'Guayas', 'carrera', 'TourdeFrance']",7,['macias_margarit'],1,es,0,0,Balzar,"Balzar, Ecuador",Ecuador,CiroCabrera98,116,306,2018-02-05 07:03:00+00:00
2020-10-01 01:00:56+00:00,Q lo lance a la basura https://t.co/PlDTV7LaXc,46,[],0,[],0,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,dianamacmor,284,387,2011-06-02 01:24:13+00:00
2020-10-01 01:00:48+00:00,"El que no hace el gol, lo ve hacer. Se acaba de aplicar bien en el partido entre #Flamengo vs #IDV . Por poco el equipo de Sangolqui marca la primera luego de tiro libre bien cobrado por Ortiz y tapa Souza y a jugada seguida marca el #Flamengo .",245,"['Flamengo', 'IDV', 'Flamengo']",3,[],0,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,tadeotinoco,249,877,2011-02-10 01:32:06+00:00
2020-10-01 01:00:40+00:00,Yo tengo una pregunta @Lenin y @mariapaularomo con este nuevo crédito gigantesco q van a ayudar a los afectados x el covid esta bien. Será q nos pueden ayudar a los q nos jodieron con el terremoto y q correa se mando a cambiar con la plata???,242,[],0,"['Lenin', 'mariapaularomo']",2,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,dianamacmor,284,387,2011-06-02 01:24:13+00:00
2020-10-01 01:00:18+00:00,"Pero tampoco pretendas cambiar a alguien más con frases de ""aún no has crecido, madurafo"" cada quien está en su momento y en su tiempo, la vida y las experiencias se 
encargaran",177,[],0,[],0,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,Paracetalcohol,742,745,2011-09-13 21:06:22+00:00
2020-10-01 00:58:44+00:00,"Un vinito, alitas y tabaquitos junto a ti 🥵🥰",44,[],0,[],0,es,0,3,Babahoyo,"Babahoyo, Ecuador",Ecuador,margmarg97,1229,273,2013-10-29 19:28:37+00:00
2020-10-01 00:58:44+00:00,"Los manabitas, teniendo las mujeres más lindas, y al natural, prefieren enamorar a las burras. Ahí esta la explicación de por qué admiran a mameluco https://t.co/EGdpSMcApH",172,[],0,[],0,es,1,2,Guayaquil,"Guayaquil, Ecuador",Ecuador,gregorioh51,552,273,2013-09-13 18:01:33+00:00
2020-10-01 00:58:28+00:00,"“Sé elegante, sofisticada, clásica, pero con glamour y estilo”, consejos a sus abogadas de la “reina de los divorcios” en Inglaterra https://t.co/umXAvS39Pd",156,[],0,[],0,es,0,1,Guayaquil,"Guayaquil, Ecuador",Ecuador,SEPROLEG1,90,253,2019-01-04 01:15:04+00:00
2020-10-01 00:58:26+00:00,"La gastronomía también es nuestra insignia!

Conéctate con Cuenca a través de su comida en increíbles lugares, con las mejores propuestas culinarias y todas las normas de bioseguridad para que tu experiencia sea la mejor. 🍲👌😊

#CuencaBioseguraYSostenible 

#Cuenca #Ecuador 🇪🇨 https://t.co/7phkTwOxcx",300,"['CuencaBioseguraYSostenible', 'Cuenca', 'Ecuador']",3,[],0,es,6,7,Cuenca,"Cuenca, Ecuador",Ecuador,Visit_CuencaEC,4647,780,2016-04-15 13:56:42+00:00
2020-10-01 00:58:24+00:00,"@PoliciaEcuador 
#30S 
Es increíble cómo la Policía guarda silencio ante el robo y el atraco al @isspolec pero como no es en contra de Correa nadie lanza piedras nadie sale a protestar nadie quema llantas
Quién ordenó disparar📌
Hoy la pregunta es
#QuienRepartioElIsspol 
Q tal 📌 https://t.co/M3z4AnQysE https://t.co/PIqEa0jEgc",326,"['30S', 'QuienRepartioElIsspol']",2,"['PoliciaEcuador', 'isspolec']",2,es,0,1,Quito,"Quito, Ecuador",Ecuador,Pipo1178,1615,2896,2010-08-29 14:51:49+00:00
2020-10-01 00:56:42+00:00,¿Recuerdas cuando te uniste a Twitter? ¡Yo sí! #MiAniversarioDeTwitter https://t.co/GstlptMDpQ,94,['MiAniversarioDeTwitter'],1,[],0,es,0,0,Quito,"Quito, Ecuador",Ecuador,HenryPato90,198,673,2010-10-01 15:12:33+00:00
2020-10-01 00:55:29+00:00,Nos enamoramos de lo que nos mata y matamos a lo que nos ama.,61,[],0,[],0,es,0,1,Vinces,"Vinces, Ecuador",Ecuador,daph_moran,135,33,2020-05-29 02:23:52+00:00
2020-10-01 00:54:59+00:00,En caso que descalifiquen a Laso quien representaría a la derecha? Será que el PSC se queda sin pan y pedazo?,109,[],0,[],0,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,panchana_1975,39,244,2012-02-26 05:08:39+00:00
2020-10-01 00:54:24+00:00,¿No les pasa que sienten que ya no van a conocer a nadie que les guste?,71,[],0,[],0,es,0,0,Balzar,"Balzar, Ecuador",Ecuador,_AmorBonito_,3712,2687,2010-08-09 19:23:54+00:00
2020-10-01 00:54:21+00:00,"GUAYAQUIL CITY VENCE 2-1 A EL NACIONAL 

 https://t.co/PdbfB0gHdV https://t.co/lmJdLp36GO",89,[],0,[],0,es,0,0,Samborondon,"Samborondon, Ecuador",Ecuador,RevistaWinnerEc,2870,594,2019-01-20 22:39:28+00:00
2020-10-01 00:54:10+00:00,"Srs. @cnegobec 
A los candidatos correistas pidan fotos de frente y perfil de una vez.

Colaboren con la @PoliciaEcuador",120,[],0,"['cnegobec', 'PoliciaEcuador']",2,es,0,0,Quito,"Quito, Ecuador",Ecuador,Mi_Shene8,431,7,2013-12-03 20:32:06+00:00
2020-10-01 00:53:19+00:00,"@gabino_aguirre @complicefm @la_ricaurte @RicaurteGAD @DEFENSORIAEC @Ambiente_Azuay @CGACuenca @MunicipioCuenca Sr. Ing. Andrade: el magnífico proyecto de inversión por 13 millones, no le da derecho a la empresa a atentar contra el derecho al buen vivir de “4 vecinos”/300 familias. Para llevar adelante su proyecto, tendrán que buscar un sitio apropiado para industria.",370,[],0,"['gabino_aguirre', 'complicefm', 'la_ricaurte', 'RicaurteGAD', 'DEFENSORIAEC', 'Ambiente_Azuay', 'CGACuenca', 'MunicipioCuenca']",8,es,0,0,Cuenca,"Cuenca, Ecuador",Ecuador,JorgeMejiaPea1,15,60,2016-12-01 21:18:54+00:00
2020-10-01 00:52:40+00:00,Que día tan de a verga,22,[],0,[],0,es,0,0,Cuenca,"Cuenca, Ecuador",Ecuador,mariiagrabriela,480,374,2011-09-06 19:15:22+00:00
2020-10-01 00:51:35+00:00,"Si no necesitas no abortes, pero no te atrevas a decidir, por las demás. 

#SeraLey https://t.co/gTK0Jlh2lf",107,['SeraLey'],1,[],0,es,0,2,Quito,"Quito, Ecuador",Ecuador,OrguyoEc,165,389,2019-05-07 03:38:25+00:00
2020-10-01 00:51:25+00:00,"El adiós a un grande, que descanse en paz #QuinoDEP

Fotografía: @VogueMexico https://t.co/wDzdDtjDgi",101,['QuinoDEP'],1,['VogueMexico'],1,es,0,1,Guayaquil,"Guayaquil, Ecuador",Ecuador,kkollektion,1112,324,2010-03-28 07:16:16+00:00
2020-10-01 00:51:15+00:00,"Cuna de poetas, navieros y cantores; Perla del Pacífico donde viera la luz el Ruiseñor de América, testigo eterno del inmortal Clásico del Astillero. Unimos nuestra humilde voz a la de tus hijos para decir: ¡Viva Guayaquil de mis amores! https://t.co/MMl7worvxr",261,[],0,[],0,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,Gusrivadeneira6,801,1758,2015-09-02 05:32:27+00:00
2020-10-01 00:51:05+00:00,"♟Hoy a las 20:30 PM estaré en vivo x mis redes sociales. 🙌Les contesto preguntas de ajedrez, de cómo es estudiar/migrar en Usa 🇺🇸 o lo q se animen a preguntar. 

🙌tb me pueden retar en partidas de ♟ online

🚩FB: https://t.co/AplApa3yia
IG: herediac4rla y twitter herediacarla",275,[],0,[],0,es,1,2,Quito,"Quito, Ecuador",Ecuador,HerediaCarla,18129,4374,2010-10-04 01:10:33+00:00
2020-10-01 00:49:46+00:00,Se nota el miedo que nos tienen las mujeres a los hombres... https://t.co/T7wfeDqbQd,84,[],0,[],0,es,0,1,Quito,"Quito, Ecuador",Ecuador,metalleomon,1358,698,2010-01-30 00:05:37+00:00
